City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Pangkalanbuun,ID,-2.6833,111.6167,74.53,98,31,2.82,scattered clouds
349,Padang,ID,-0.9492,100.3543,75.13,74,6,4.83,clear sky
350,Sambava,MG,-14.2667,50.1667,79.39,87,11,5.59,few clouds
351,Tezu,IN,27.9167,96.1667,69.01,67,97,3.96,overcast clouds
352,Ketchikan,US,55.3422,-131.6461,39.18,86,100,5.93,overcast clouds
353,Christchurch,NZ,-43.5333,172.6333,55.94,90,20,3.44,few clouds
354,Sibilia,GT,15.0,-91.6167,68.85,40,20,0.0,few clouds
355,Nijar,ES,36.9665,-2.206,57.65,72,75,5.75,broken clouds
356,Lumeje,AO,-11.55,20.7833,69.93,89,100,1.59,moderate rain
357,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,28.77,few clouds
358,Leshukonskoye,RU,64.8989,45.7622,21.18,93,100,16.08,snow
359,Misratah,LY,32.3754,15.0925,62.13,62,32,24.05,scattered clouds
360,Youkounkoun,GN,12.5333,-13.1333,103.05,13,26,3.83,scattered clouds
361,Dubbo,AU,-32.25,148.6167,60.93,82,100,9.22,overcast clouds
362,Port Macquarie,AU,-31.4333,152.9167,63.9,83,100,4.9,light rain
363,Newnan,US,33.3807,-84.7997,62.38,26,0,12.66,clear sky
364,Belcista,MK,41.3028,20.8303,49.15,34,0,0.0,clear sky
365,Amuntai,ID,-2.4177,115.2494,74.26,96,24,1.86,light rain
366,Dongying,CN,37.4564,118.4856,48.33,38,37,23.38,scattered clouds
367,Torbay,CA,47.6666,-52.7314,37.27,96,100,11.5,fog
368,Caraballeda,VE,10.6112,-66.8522,86.07,74,20,2.3,few clouds
369,Zhigansk,RU,66.7697,123.3711,0.23,100,97,7.61,overcast clouds
370,Carutapera,BR,-1.195,-46.02,82.47,77,92,7.85,overcast clouds
371,Mocuba,MZ,-16.8392,36.9856,74.75,97,49,4.68,scattered clouds
372,Te Anau,NZ,-45.4167,167.7167,50.32,95,58,0.65,broken clouds
373,Guayata,CO,4.9642,-73.4875,74.82,71,99,5.46,overcast clouds
374,Santa Maria Ixhuatan,GT,14.19,-90.2747,83.21,31,84,4.45,broken clouds
375,Tilichiki,RU,60.4667,166.1,4.08,93,99,3.58,overcast clouds
376,Alekseyevka,RU,50.6309,38.6903,44.65,72,100,21.34,light rain
377,Surt,LY,31.2089,16.5887,64.71,43,2,16.55,clear sky
378,Hailar,CN,49.2,119.7,19.76,86,82,10.07,light snow
379,Xining,CN,36.6167,101.7667,33.06,47,98,4.92,overcast clouds
380,Camocim,BR,-2.9022,-40.8411,81.97,81,90,8.77,overcast clouds
381,Kasongo-Lunda,CD,-6.4667,16.8167,77.38,79,99,2.84,light rain
382,Wagrowiec,PL,52.8084,17.1996,49.14,56,74,9.37,broken clouds
383,Somerset East,ZA,-32.7217,25.588,58.55,87,57,4.79,broken clouds
384,Hovd,MN,48.0056,91.6419,27.14,38,47,2.08,scattered clouds
385,Goma,CD,-1.6792,29.2228,63.64,87,90,3.51,overcast clouds
386,Neiafu,TO,-18.65,-173.9833,75.88,94,75,0.0,broken clouds
387,Novyy Svit,UA,47.8059,38.0211,45.99,55,27,16.26,scattered clouds
388,Harnosand,SE,62.6323,17.9379,33.82,73,71,1.25,broken clouds
389,Victoria,HK,22.2855,114.1577,78.94,91,33,8.01,scattered clouds
390,Ust-Nera,RU,64.5667,143.2,-10.19,100,91,2.98,overcast clouds
391,Verkhnevilyuysk,RU,63.4453,120.3167,11.5,99,100,1.54,overcast clouds
392,Esik,KZ,43.3552,77.4525,44.02,68,100,3.27,overcast clouds
393,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.55,79,92,7.94,overcast clouds
394,Shimoda,JP,34.6667,138.95,62.1,96,100,17.87,overcast clouds
395,Kuito,AO,-12.3833,16.9333,61.97,90,100,5.21,light rain
396,Laguna,US,38.421,-121.4238,73.31,64,20,1.99,few clouds
397,Cabedelo,BR,-6.9811,-34.8339,79.47,71,78,10.45,broken clouds
398,Aurillac,FR,44.9167,2.45,59.88,18,26,6.91,scattered clouds
399,Pundaguitan,PH,6.3711,126.1689,78.1,84,100,12.24,overcast clouds
400,Sao Filipe,CV,14.8961,-24.4956,70.45,75,61,12.1,broken clouds
401,Sistranda,NO,63.7256,8.834,35.56,86,100,9.71,light rain
402,Chapais,CA,49.7834,-74.8492,31.78,95,100,4.97,light snow
403,Sundsvall,SE,62.3913,17.3063,31.96,88,20,2.3,few clouds
404,Jishou,CN,28.3167,109.7167,51.13,93,100,3.4,overcast clouds
405,Iracoubo,GF,5.4802,-53.2011,80.96,74,99,12.95,overcast clouds
406,Morozovsk,RU,48.3539,41.8261,45.39,45,5,21.45,clear sky
407,Cabra,ES,37.4725,-4.4421,61.66,62,81,3.06,broken clouds
408,Morant Bay,JM,17.8815,-76.4093,85.71,62,62,10.11,broken clouds
409,Srednekolymsk,RU,67.45,153.6833,1.67,95,100,11.12,overcast clouds
410,Baykit,RU,61.67,96.37,19.0,91,100,13.78,snow
411,Eyl,SO,7.9803,49.8164,78.39,63,0,17.22,clear sky
412,Menongue,AO,-14.6585,17.691,70.79,66,91,1.74,overcast clouds
413,Xanlar,AZ,40.5869,46.3158,40.51,49,40,9.22,scattered clouds
414,Wajima,JP,37.4,136.9,48.99,90,100,13.4,overcast clouds
415,Hamilton,US,39.1834,-84.5333,38.25,70,100,17.27,overcast clouds
416,Axim,GH,4.8699,-2.2405,82.08,78,76,6.55,light rain
417,Port Lincoln,AU,-34.7333,135.8667,64.0,80,11,6.85,few clouds
418,Kawalu,ID,-7.3817,108.2082,72.7,95,95,1.14,overcast clouds
419,Ostrovnoy,RU,68.0531,39.5131,22.06,59,100,16.13,overcast clouds
420,Deniliquin,AU,-35.5333,144.9667,63.37,64,0,7.02,clear sky
421,Luziania,BR,-16.2525,-47.9503,88.99,38,88,5.75,overcast clouds
422,Fukue,JP,32.6881,128.8419,56.17,79,97,20.56,overcast clouds
423,Cherskiy,RU,68.75,161.3,-24.7,100,98,5.93,overcast clouds
424,Algiers,DZ,36.7525,3.042,58.82,82,75,5.75,dust
425,Channel-Port Aux Basques,CA,47.5702,-59.1367,33.67,93,99,10.0,overcast clouds
426,Buraydah,SA,26.326,43.975,64.85,23,0,9.04,clear sky
427,Ixtapa,MX,20.7,-105.2,91.38,19,4,7.16,clear sky
428,Talas,TR,38.6908,35.5538,30.87,93,75,3.44,light snow
429,San Anselmo,US,37.9747,-122.5616,68.11,70,0,3.0,clear sky
430,Manavalakurichi,IN,8.1333,77.3,79.77,78,43,4.0,scattered clouds
431,Asau,RO,46.4333,26.4,54.52,61,25,12.46,scattered clouds
432,Abha,SA,18.2164,42.5053,64.22,68,0,4.61,clear sky
433,Rio Grande,BR,-32.035,-52.0986,77.11,60,66,18.7,broken clouds
434,Moron,AR,-34.6534,-58.6198,73.09,63,89,10.78,overcast clouds
435,Caconda,AO,-13.7333,15.0667,67.71,72,99,2.82,overcast clouds
436,Newport,GB,51.5877,-2.9984,61.34,79,0,10.09,clear sky
437,Maraba,BR,-5.3686,-49.1178,91.58,62,40,2.3,scattered clouds
438,Stephenville,US,32.2207,-98.2023,83.16,14,0,7.0,clear sky
439,Imbituba,BR,-28.24,-48.6703,74.79,61,14,7.43,few clouds
440,Bairiki,KI,1.3292,172.9752,80.6,78,20,9.22,few clouds
441,Humberto De Campos,BR,-2.5983,-43.4611,85.03,68,82,7.29,broken clouds
442,Porto Nacional,BR,-10.7081,-48.4172,86.0,66,12,2.89,few clouds
443,Kulhudhuffushi,MV,6.6221,73.07,82.13,65,0,4.32,clear sky
444,Pontianak,ID,-0.0333,109.3333,76.98,94,100,3.44,overcast clouds
445,Perbaungan,ID,3.5679,98.956,78.91,90,59,6.24,broken clouds
446,Garowe,SO,8.4054,48.4845,76.26,46,33,17.67,scattered clouds
447,Bubaque,GW,11.2833,-15.8333,77.7,71,10,17.31,clear sky
448,Khandyga,RU,62.6667,135.6,-15.93,100,96,2.3,overcast clouds
449,Muisne,EC,0.6,-80.0333,78.28,85,100,4.83,overcast clouds
450,Brae,GB,60.3964,-1.353,48.02,91,96,10.56,overcast clouds
451,Kenai,US,60.5544,-151.2583,35.15,74,0,6.91,clear sky
452,Deogarh,IN,21.5333,84.7333,80.17,42,31,3.67,scattered clouds
453,Maceio,BR,-9.6658,-35.7353,85.44,65,75,10.36,broken clouds
454,Mataram,ID,-8.5833,116.1167,77.81,83,62,2.95,broken clouds
455,Labuan,MY,5.2767,115.2417,80.96,94,40,1.14,scattered clouds
456,Sovetskiy,RU,61.3614,63.5842,18.0,89,82,9.57,broken clouds
457,Isla Vista,US,34.4133,-119.861,80.29,35,100,4.27,overcast clouds
458,Kirkwall,GB,58.9848,-2.9587,48.25,81,20,10.36,few clouds
459,Talisayan,PH,6.9872,121.9272,79.23,81,100,4.45,overcast clouds
460,Kaeo,NZ,-35.1,173.7833,57.33,93,4,4.21,clear sky
461,Byron Bay,AU,-28.65,153.6167,67.89,96,99,4.47,light rain
462,Margate,GB,51.3813,1.3862,54.3,83,0,7.0,clear sky
463,Prinos,GR,40.75,24.5833,50.85,76,0,6.91,clear sky
464,Bilma,NE,18.6853,12.9164,81.86,9,96,8.39,overcast clouds
465,Dinguiraye,GN,11.3,-10.7167,98.73,15,7,2.77,clear sky
466,Meybod,IR,32.2501,54.0166,62.62,14,0,16.53,clear sky
467,Kenora,CA,49.8167,-94.4337,9.57,56,75,12.66,broken clouds
468,Port Alberni,CA,49.2413,-124.8028,45.12,94,100,3.0,overcast clouds
469,Namibe,AO,-15.1961,12.1522,73.65,75,12,12.26,few clouds
470,Kozan,TR,37.4552,35.8157,45.1,77,98,4.94,overcast clouds
471,Gigmoto,PH,13.7796,124.39,78.73,88,84,5.64,broken clouds
472,Pendleton,US,45.6721,-118.7886,61.2,48,95,1.01,overcast clouds
473,Celestun,MX,20.8667,-90.4,76.03,48,33,12.53,scattered clouds
474,Bonfim,BR,3.0833,-59.95,88.16,49,100,8.75,overcast clouds
475,Karwar,IN,14.8,74.1333,80.51,81,54,6.8,broken clouds
476,Boa Vista,BR,2.8197,-60.6733,89.58,48,75,13.8,broken clouds
477,Ishigaki,JP,24.3448,124.1572,71.73,100,100,16.11,mist
478,Medicine Hat,CA,50.0501,-110.6683,45.21,37,100,3.44,overcast clouds
479,Roma,US,43.2128,-75.4557,45.82,77,100,8.05,overcast clouds
480,Clyde River,CA,70.4692,-68.5914,-1.97,78,100,4.61,light snow
481,Zaysan,KZ,47.4667,84.8667,26.8,78,100,3.91,overcast clouds
482,Adre,TD,13.4667,22.2,77.22,12,32,12.37,scattered clouds
483,Gamba,GA,-2.65,10.0,79.74,88,97,7.49,overcast clouds
484,Mitsamiouli,KM,-11.3847,43.2844,80.89,94,20,3.44,few clouds
485,Vysokogornyy,RU,50.1167,139.15,23.43,96,100,4.61,light snow
486,Neyshabur,IR,36.2133,58.7958,52.41,23,0,0.72,clear sky
487,Garissa,KE,-0.4536,39.6401,87.91,52,69,19.13,light rain
488,Kyzyl-Suu,KG,42.3414,78.0056,38.89,64,99,7.7,overcast clouds
489,Vadinsk,RU,53.6916,43.0574,37.29,99,100,18.39,overcast clouds
490,Tautira,PF,-17.7333,-149.15,81.07,75,75,14.25,light rain
491,Salina,US,38.8403,-97.6114,58.01,35,93,5.99,overcast clouds
492,San Buenaventura,MX,27.0833,-101.5333,84.99,9,9,4.65,clear sky
493,Saint-Augustin,CA,51.226,-58.6502,32.68,100,100,22.35,snow
494,Soloneshnoye,RU,51.6544,84.3197,20.75,98,100,2.75,overcast clouds
495,Moindou,NC,-21.6924,165.677,74.21,78,75,3.96,broken clouds
496,Beian,NO,63.6559,9.5683,38.55,75,100,8.05,light rain
497,Hecelchakan,MX,20.1667,-90.1333,81.73,32,34,4.47,scattered clouds
498,Marang,MY,5.2056,103.2059,80.51,84,2,3.22,clear sky
499,College,US,64.8569,-147.8028,28.2,71,75,0.0,broken clouds
500,Langwedel,DE,52.9667,9.2167,48.38,80,80,7.72,broken clouds
501,Pesqueira,BR,-8.3578,-36.6964,84.22,52,100,9.42,overcast clouds
502,Soyo,AO,-6.1349,12.3689,80.55,87,67,11.01,light rain
503,Barquisimeto,VE,10.0739,-69.3228,89.37,38,73,12.1,broken clouds
504,Alexandria,EG,31.2156,29.9553,60.76,72,0,13.8,clear sky
505,Mae Hong Son,TH,19.3003,97.9685,75.42,50,8,1.9,clear sky
506,Laredo,US,27.5064,-99.5075,87.78,9,5,16.8,clear sky
507,Nhulunbuy,AU,-12.2333,136.7667,77.61,88,99,0.0,overcast clouds
508,Macas,EC,-2.3167,-78.1167,71.35,94,100,4.61,moderate rain
509,Bayan,CN,46.0833,127.4,31.33,90,82,6.93,broken clouds
510,Inhambane,MZ,-23.865,35.3833,75.18,94,75,0.0,broken clouds
511,Lloydminster,CA,53.2835,-110.0016,19.62,63,75,17.27,broken clouds
512,Harper,LR,4.375,-7.7169,82.92,77,100,12.28,overcast clouds
513,Manado,ID,1.487,124.8455,74.17,100,20,1.14,few clouds
514,Luanda,AO,-8.8368,13.2343,78.8,78,75,6.91,broken clouds
515,Sorong,ID,-0.8833,131.25,78.89,84,77,2.46,broken clouds
516,Suicheng,CN,33.8963,117.9331,49.77,70,100,8.75,overcast clouds
517,Kikwit,CD,-5.041,18.8162,79.63,74,100,2.68,overcast clouds
518,Pokhara,NP,28.2333,83.9833,68.54,20,0,7.67,clear sky
519,Whyalla,AU,-33.0333,137.5833,57.09,88,100,8.05,overcast clouds
520,Sinnai,IT,39.3042,9.2036,59.14,59,100,21.85,overcast clouds
521,Tessalit,ML,20.1986,1.0114,94.64,9,83,9.78,broken clouds
522,Fort Nelson,CA,58.8053,-122.7002,15.39,73,40,2.3,scattered clouds
523,Koungheul,SN,13.9833,-14.8,100.67,12,10,8.95,clear sky
524,Mackay,AU,-21.15,149.2,74.68,88,100,10.36,light rain
525,Rurrenabaque,BO,-14.4413,-67.5278,66.2,93,100,2.62,overcast clouds
526,Tecoanapa,MX,16.5167,-98.75,84.76,41,100,10.38,overcast clouds
527,Santa Cruz De Tenerife,ES,28.4682,-16.2546,68.72,83,100,11.5,overcast clouds
528,Saint Anthony,US,45.0205,-93.218,30.65,41,0,19.57,clear sky
529,Porto Novo,BJ,6.4965,2.6036,84.34,75,32,10.92,scattered clouds
530,Puro,PH,12.4841,123.3827,79.25,82,58,7.27,broken clouds
531,Aktau,KZ,43.65,51.2,39.78,81,93,14.43,overcast clouds
532,Usinsk,RU,65.9939,57.5281,4.01,96,95,13.85,overcast clouds
533,Grand-Bourg,GP,15.8835,-61.3148,84.15,63,87,12.73,overcast clouds
534,Borogontsy,RU,62.6683,131.1683,-4.49,100,94,1.39,overcast clouds
535,Manaure,CO,11.7751,-72.4445,85.48,63,100,9.93,overcast clouds
536,Pata,PH,17.7152,121.5018,75.6,86,87,2.44,overcast clouds
537,Kuusamo,FI,65.9667,29.1833,17.64,57,0,12.66,clear sky
538,Ngaoundere,CM,7.3167,13.5833,79.7,18,68,5.44,broken clouds
539,Bodden Town,KY,19.2833,-81.25,82.99,65,75,3.44,broken clouds
540,Isangel,VU,-19.55,169.2667,76.68,81,74,7.18,broken clouds
541,Farafangana,MG,-22.8167,47.8333,77.27,89,21,2.3,moderate rain
542,Dumas,US,35.8656,-101.9732,62.74,34,0,12.66,clear sky
543,Kutum,SD,14.2,24.6667,68.49,12,61,16.11,broken clouds
544,Vanavara,RU,60.34,102.2797,23.07,95,100,9.51,snow
545,Cabrobo,BR,-8.5142,-39.31,95.29,31,94,6.08,overcast clouds
546,Lere,NG,10.387,8.5726,86.09,11,68,7.2,broken clouds
547,Champerico,GT,14.3,-91.9167,90.14,61,87,11.1,overcast clouds
548,Baindur,IN,13.8667,74.6333,80.91,83,25,5.68,scattered clouds
549,Aswan,EG,24.0934,32.907,72.7,16,0,10.36,clear sky
550,Shanhetun,CN,44.7,127.2,32.59,84,46,16.37,scattered clouds
551,Wattegama,LK,6.7989,81.4808,73.78,90,27,1.79,scattered clouds
552,North Platte,US,41.1239,-100.7654,48.38,33,36,17.0,scattered clouds
553,Tual,ID,-5.6667,132.75,81.72,78,100,14.32,light rain
554,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,88,98,23.22,overcast clouds
555,Pokrovsk,UA,48.282,37.1758,47.12,50,55,21.77,broken clouds
556,Plettenberg Bay,ZA,-34.0527,23.3716,64.35,83,26,10.87,scattered clouds
557,Avera,US,33.194,-82.5271,64.9,25,0,19.57,clear sky
558,Littleton,US,39.6133,-105.0166,74.88,20,46,3.0,scattered clouds
559,Baraboo,US,43.4711,-89.7443,27.23,61,100,16.11,overcast clouds
560,Cotonou,BJ,6.3654,2.4183,84.49,79,57,14.61,broken clouds
561,Danville,US,36.586,-79.395,55.35,31,54,15.99,broken clouds
562,Caravelas,BR,-17.7125,-39.2481,85.51,60,59,10.02,broken clouds
563,Caluquembe,AO,-13.7833,14.6833,66.65,70,98,3.33,overcast clouds
564,Piet Retief,ZA,-27.0071,30.8132,59.95,99,66,3.38,light rain
565,Seica Mare,RO,46.0167,24.15,50.61,52,40,6.24,scattered clouds
566,Nanakuli,US,21.3906,-158.1547,75.04,68,75,8.05,broken clouds
567,Orahovac,XK,42.3994,20.6547,51.66,52,0,1.72,clear sky
568,Gogrial,SS,8.5332,28.1004,87.1,11,66,5.57,broken clouds
569,Santa Marta,CO,11.2408,-74.199,89.65,67,20,8.05,few clouds
570,Olds,CA,51.7834,-114.102,36.91,64,85,8.63,overcast clouds
571,Esmeralda,CU,21.8525,-78.1169,76.78,72,81,10.8,broken clouds
572,Storforshei,NO,66.4043,14.5233,29.98,64,100,0.0,overcast clouds
573,Comodoro Rivadavia,AR,-45.8667,-67.5,73.36,26,0,19.17,clear sky
574,Denpasar,ID,-8.65,115.2167,78.46,94,75,6.91,broken clouds
575,Caucasia,CO,7.9865,-75.1935,91.67,51,97,4.7,overcast clouds
576,Zuwarah,LY,32.9312,12.082,77.47,23,62,20.96,broken clouds
577,Cacapava Do Sul,BR,-30.5122,-53.4914,67.59,59,97,12.24,overcast clouds
578,Ihosy,MG,-22.4,46.1167,71.94,84,58,3.87,broken clouds
579,Shubarshi,KZ,48.5872,57.1869,31.08,84,100,10.83,overcast clouds
580,Chabahar,IR,25.2919,60.643,78.82,61,0,4.63,clear sky
581,Zhangye,CN,38.9342,100.4517,41.56,27,95,3.29,overcast clouds
582,Inhumas,BR,-16.3578,-49.4961,84.7,49,18,2.33,few clouds
583,Karratha,AU,-20.7377,116.8463,83.84,64,84,12.77,broken clouds
584,Limon,CR,10.0,-83.0333,82.69,58,99,6.17,overcast clouds
585,Hay River,CA,60.8156,-115.7999,6.75,84,100,8.08,overcast clouds
586,Ystad,SE,55.4297,13.8204,47.37,50,6,7.07,clear sky
587,Bequimao,BR,-2.4489,-44.7825,86.74,61,97,5.41,light rain
588,Lethem,GY,3.3803,-59.7968,91.02,44,98,13.42,overcast clouds
589,Madingou,CG,-4.1536,13.55,80.04,80,96,1.72,overcast clouds
590,Springbok,ZA,-29.6643,17.8865,66.15,40,3,3.51,clear sky
591,Nizhneivkino,RU,58.194,49.5214,33.24,97,100,17.07,snow
592,Bozeman,US,45.6796,-111.0386,59.2,33,100,3.0,overcast clouds
593,Nuuk,GL,64.1835,-51.7216,25.88,68,20,17.27,few clouds
594,Mahajanga,MG,-15.7167,46.3167,82.56,76,65,4.99,broken clouds
595,Half Moon Bay,US,37.4636,-122.4286,68.88,77,100,6.91,mist
596,Amilly,FR,47.9728,2.7719,58.87,66,0,9.55,clear sky
597,Pringsewu,ID,-5.3582,104.9744,75.04,97,93,3.13,overcast clouds
598,Mackenzie,CA,55.2999,-123.1698,33.24,89,97,2.91,overcast clouds
599,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.36,76,53,13.15,broken clouds
600,Divnomorskoye,RU,44.5011,38.1353,41.38,90,59,5.41,broken clouds
601,Beyneu,KZ,45.3167,55.2,36.81,84,99,12.73,overcast clouds
602,Colonial Park,US,40.3006,-76.8097,50.14,52,100,11.99,overcast clouds
603,Valparaiso,CL,-33.0393,-71.6273,62.47,73,100,8.05,overcast clouds
604,La Romana,DO,18.4273,-68.9728,82.83,52,57,9.53,broken clouds
605,Krasnoselkup,RU,65.7,82.4667,9.18,92,100,20.13,overcast clouds
606,Hudson Bay,CA,52.85,-102.3842,8.8,63,52,2.53,broken clouds
607,Tinaquillo,VE,9.9186,-68.3047,87.87,35,53,6.58,broken clouds
608,Tretten,NO,61.3142,10.3007,34.36,90,99,0.85,overcast clouds
609,Haimen,CN,23.1935,116.6142,72.12,92,66,10.18,broken clouds
610,Hofn,IS,64.2539,-15.2082,44.35,97,100,7.83,overcast clouds
611,Pechenga,RU,69.5259,31.1703,23.14,72,98,27.74,light snow
612,Necochea,AR,-38.5473,-58.7368,62.83,90,100,17.54,overcast clouds
613,Puerto Madryn,AR,-42.7692,-65.0385,77.5,24,33,21.21,scattered clouds
614,Villa Rica,US,33.7321,-84.9191,62.78,36,0,16.46,clear sky
615,Dunedin,NZ,-45.8742,170.5036,53.82,91,89,2.39,overcast clouds
616,Kirakira,SB,-10.4544,161.9205,79.52,84,100,5.28,light rain
617,Port Hawkesbury,CA,45.6169,-61.3485,49.87,88,52,7.56,broken clouds
618,Along,IN,28.1667,94.7667,64.92,78,99,1.77,overcast clouds
619,Mosetse,BW,-20.75,26.65,71.24,79,79,10.51,light rain
620,Pestravka,RU,52.405,49.9583,30.94,94,100,14.0,overcast clouds
621,Mayumba,GA,-3.432,10.6554,79.48,87,72,8.5,broken clouds
622,Emerald,AU,-23.5333,148.1667,65.34,91,35,9.33,scattered clouds
623,Suntar,RU,62.1444,117.6319,2.89,100,99,2.48,overcast clouds
624,Marzuq,YE,14.4,46.4667,68.2,56,4,7.78,clear sky
625,Coralville,US,41.6764,-91.5805,35.49,46,0,24.16,clear sky
626,Sur,OM,22.5667,59.5289,82.99,36,1,9.22,clear sky
627,The Valley,AI,18.217,-63.0578,83.1,63,29,13.85,scattered clouds
628,Jablah,SY,35.3614,35.9256,52.09,82,75,6.91,broken clouds
629,Boyolangu,ID,-8.1181,111.8935,74.23,95,99,5.91,overcast clouds
630,Conde,BR,-7.2597,-34.9075,82.0,71,99,10.11,overcast clouds
631,Kashi,CN,39.4547,75.9797,50.77,41,3,3.94,clear sky
632,Vangaindrano,MG,-23.35,47.6,75.78,93,22,3.67,light rain
633,Marathon,US,44.9,-89.7668,24.33,60,100,14.97,overcast clouds
634,Boralday,KZ,43.3578,76.8594,48.06,71,100,6.71,light rain
635,Sabratah,LY,32.7933,12.4885,78.98,18,58,14.65,broken clouds
636,Alofi,NU,-19.0595,-169.9187,80.06,82,100,17.6,moderate rain
637,Antofagasta,CL,-23.65,-70.4,71.01,68,7,8.57,clear sky
638,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,83.03,86,100,3.56,overcast clouds
639,Charters Towers,AU,-20.1,146.2667,69.06,94,59,5.01,broken clouds
640,Benguela,AO,-12.5763,13.4055,78.55,83,100,7.11,overcast clouds
641,Truro,GB,50.2653,-5.0544,60.08,38,0,14.97,clear sky
642,Marand,IR,38.4329,45.7749,39.13,59,76,3.94,broken clouds
643,Manuk Mangkaw,PH,4.8,119.85,81.7,78,88,8.75,overcast clouds
644,Luwuk,ID,-0.9516,122.7875,77.04,83,85,2.8,overcast clouds
645,Raudeberg,NO,61.9875,5.1352,41.86,67,100,15.32,overcast clouds
646,Pandan,PH,14.0453,124.1694,79.02,86,67,7.05,broken clouds
647,Kodinsk,RU,58.6881,99.1844,19.83,84,100,16.06,overcast clouds
648,Macapa,BR,0.0389,-51.0664,89.58,66,75,13.8,broken clouds
649,Begowala,PK,32.4376,74.2682,70.81,24,0,7.38,clear sky
650,Sechura,PE,-5.5569,-80.8222,77.72,62,100,2.59,overcast clouds
651,Wagar,SD,16.1525,36.2032,75.47,36,0,19.13,clear sky
652,Aktash,RU,50.3,87.7333,1.54,81,88,4.76,overcast clouds
653,Lumphat,KH,13.4878,106.9816,78.58,66,8,3.76,clear sky
654,Moyamba,SL,8.1667,-12.4333,90.03,50,80,7.18,broken clouds
655,Proddatur,IN,14.7333,78.55,85.39,60,49,8.16,scattered clouds
656,Gat,IL,31.61,34.7642,56.39,100,0,1.61,clear sky
657,Lavrentiya,RU,65.5833,-171.0,-1.43,99,95,3.49,overcast clouds
658,Spornoye,RU,50.8448,37.2913,40.91,92,100,17.63,light rain
659,Salinas,US,36.6777,-121.6555,67.98,68,0,5.75,clear sky
660,Ada,US,43.4166,-116.1262,61.48,40,0,1.99,clear sky
661,Harriston,CA,43.9001,-80.883,33.91,90,100,17.02,light snow
662,Ugoofaaru,MV,5.6667,73.0,82.15,66,0,5.44,clear sky
663,Lannion,FR,48.75,-3.4167,58.95,58,0,11.5,clear sky
664,Angoram,PG,-4.0625,144.0661,73.36,99,99,0.98,overcast clouds
665,Teahupoo,PF,-17.8333,-149.2667,76.96,76,86,13.47,overcast clouds
666,Rancho Palos Verdes,US,33.7445,-118.387,74.05,82,75,7.0,mist
667,Manavgat,TR,36.7867,31.4431,54.09,45,2,9.89,clear sky
668,Vazante,BR,-17.9869,-46.9078,86.45,44,86,4.41,overcast clouds
669,Bedele,ET,8.456,36.353,69.71,40,66,6.06,broken clouds
670,Westport,US,41.1415,-73.3579,53.42,69,100,11.5,overcast clouds
671,Loandjili,CG,-4.7561,11.8578,80.15,90,56,8.95,broken clouds
672,Farmington,US,36.7281,-108.2187,71.2,16,0,6.91,clear sky
673,Baruun-Urt,MN,46.6806,113.2792,19.53,48,39,8.01,scattered clouds
674,Port-Gentil,GA,-0.7193,8.7815,81.93,84,100,11.74,overcast clouds
675,Skjervoy,NO,70.0311,20.9714,24.8,55,100,17.58,light snow
676,Mesetas,CO,3.3846,-74.0442,81.54,71,81,5.77,broken clouds
677,Pavlodar,KZ,52.3,76.95,17.4,86,0,8.95,clear sky
678,Wajir,KE,1.7471,40.0573,84.38,47,64,13.91,broken clouds
679,Karasjok,NO,69.4719,25.5112,7.57,84,40,8.5,scattered clouds
680,Grindavik,IS,63.8424,-22.4338,45.07,100,100,23.02,mist
681,Kungurtug,RU,50.5994,97.5228,0.7,91,5,2.39,clear sky
682,Tari,NG,12.4086,4.4914,95.36,9,60,11.52,broken clouds
683,La Palma,US,33.8464,-118.0467,80.82,72,75,4.61,haze
684,Bonavista,CA,48.6499,-53.1147,31.28,98,100,15.97,light snow
685,Jasper,US,37.2001,-94.3502,57.67,33,99,1.99,overcast clouds
686,Tevriz,RU,57.509,72.4042,0.23,98,41,2.71,scattered clouds
687,Duldurga,RU,50.6761,113.5931,14.23,77,0,5.19,clear sky
688,Ponta Delgada,PT,37.7333,-25.6667,59.72,88,40,19.57,scattered clouds
689,Shuyskoye,RU,59.3736,41.0305,30.52,92,100,7.83,light snow
690,Verkhoyansk,RU,67.5447,133.385,-6.36,99,94,1.88,overcast clouds
691,Sena Madureira,BR,-9.0656,-68.6569,81.27,92,100,2.91,overcast clouds
692,Toora-Khem,RU,52.4675,96.11,6.64,95,58,2.08,broken clouds
693,Oktyabrskoye,RU,43.0645,44.7417,32.14,86,100,6.71,overcast clouds
694,Montemor-O-Novo,PT,38.6481,-8.2145,58.62,74,33,5.88,scattered clouds
695,Fort Saint James,CA,54.4333,-124.25,37.74,70,100,2.73,overcast clouds
696,Polis,CY,35.0367,32.4264,60.62,89,0,4.59,clear sky
697,Acari,PE,-15.4311,-74.6158,83.66,52,67,11.41,broken clouds
698,Parana,AR,-31.732,-60.5238,79.57,57,15,8.52,few clouds
699,Great Bend,US,38.3645,-98.7648,64.85,35,0,10.36,clear sky
