City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Lata,PT,2022-03-22 00:34:00,40.1629,-8.3327,56.07,85,100,3.4
296,Petropavlovsk-Kamchatskiy,RU,2022-03-22 00:32:17,53.0452,158.6483,30.79,51,20,17.9
297,Calama,CL,2022-03-22 00:31:59,-22.4667,-68.9333,58.78,34,8,4.32
298,Qaqortoq,GL,2022-03-22 00:34:01,60.7167,-46.0333,8.69,78,17,6.96
299,Ardakan,IR,2022-03-22 00:34:01,32.31,54.0175,59.77,22,10,0.02
300,Bathsheba,BB,2022-03-22 00:34:02,13.2167,-59.5167,75.81,78,75,21.85
301,Santa Luzia,BR,2022-03-22 00:34:03,-19.7697,-43.8514,70.14,71,0,13.8
302,Linhares,BR,2022-03-22 00:34:03,-19.3911,-40.0722,75.13,80,87,9.84
303,Fukue,JP,2022-03-22 00:34:04,32.6881,128.8419,52.16,82,75,18.41
304,Svobodnyy,RU,2022-03-22 00:34:05,51.4,128.1333,25.54,77,12,10.31
305,Phan Thiet,VN,2022-03-22 00:34:05,10.9333,108.1,81.27,74,100,6.35
306,Paamiut,GL,2022-03-22 00:34:06,61.994,-49.6678,4.17,80,99,6.55
307,Izhma,RU,2022-03-22 00:34:06,65.0083,53.9113,25.72,85,100,10.65
308,Kahului,US,2022-03-22 00:31:28,20.8947,-156.47,87.82,58,0,10.36
309,Talavera,PH,2022-03-22 00:35:07,15.6167,120.9333,85.66,58,66,4.18
310,Cidreira,BR,2022-03-22 00:34:02,-30.1811,-50.2056,70.43,70,80,21.47
311,Maragogi,BR,2022-03-22 00:35:07,-9.0122,-35.2225,77.13,89,100,6.24
312,Port Lincoln,AU,2022-03-22 00:35:08,-34.7333,135.8667,67.32,75,100,13.87
313,Zhangye,CN,2022-03-22 00:35:08,38.9342,100.4517,36.61,38,100,4.85
314,Itapirapua,BR,2022-03-22 00:35:09,-15.8233,-50.6133,77.07,68,98,3.2
315,Tabou,CI,2022-03-22 00:35:09,4.423,-7.3528,77.94,87,82,3.56
316,Darhan,MN,2022-03-22 00:35:10,49.4867,105.9228,23.94,38,0,3.42
317,Preobrazheniye,RU,2022-03-22 00:35:11,42.9019,133.9064,35.01,49,0,5.57
318,Gamba,GA,2022-03-22 00:35:12,-2.65,10.0,78.64,86,100,5.95
319,Faya,SA,2022-03-22 00:34:20,18.3851,42.4509,59.11,57,3,5.08
320,Appingedam,NL,2022-03-22 00:31:16,53.3217,6.8583,46.98,78,69,3.98
321,Acapulco,MX,2022-03-22 00:34:29,16.8634,-99.8901,80.42,74,0,10.36
322,Loikaw,MM,2022-03-22 00:35:13,19.6742,97.2094,71.96,77,100,1.07
323,Maceio,BR,2022-03-22 00:35:14,-9.6658,-35.7353,72.84,94,100,11.5
324,Enid,US,2022-03-22 00:35:14,36.3956,-97.8784,49.01,99,100,14.97
325,Vostok,RU,2022-03-22 00:33:46,46.4856,135.8833,23.27,75,98,12.66
326,Ancud,CL,2022-03-22 00:34:21,-41.8697,-73.8203,50.13,80,63,4.38
327,Tondela,PT,2022-03-22 00:35:15,40.5167,-8.0833,51.58,86,72,2.64
328,Malabugas,PH,2022-03-22 00:35:15,9.3681,122.7678,84.76,67,100,6.42
329,Mwingi,KE,2022-03-22 00:35:16,-0.9344,38.0601,63.34,92,0,4.63
330,Port Hueneme,US,2022-03-22 00:35:17,34.1478,-119.1951,81.19,46,0,14.97
331,Nalut,LY,2022-03-22 00:35:18,30.3333,10.85,47.95,59,4,16.75
332,Uvalde,US,2022-03-22 00:35:18,29.3669,-99.767,83.39,18,0,13.8
333,Tautira,PF,2022-03-22 00:35:19,-17.7333,-149.15,80.31,77,60,10.85
334,San Patricio,US,2022-03-22 00:35:19,28.017,-97.5169,78.89,85,27,21.0
335,Plettenberg Bay,ZA,2022-03-22 00:35:19,-34.0527,23.3716,66.72,90,0,3.67
336,Do Gonbadan,IR,2022-03-22 00:35:20,30.3586,50.7981,55.49,58,75,0.0
337,Constitucion,CL,2022-03-22 00:34:08,-35.3333,-72.4167,55.81,84,0,11.88
338,Moletai,LT,2022-03-22 00:35:21,55.2333,25.4167,37.45,78,0,1.95
339,Nikel,RU,2022-03-22 00:35:22,69.4128,30.222,33.98,73,100,29.35
340,Vanimo,PG,2022-03-22 00:35:22,-2.6741,141.3028,86.97,62,51,2.62
341,Hun,LY,2022-03-22 00:35:23,29.1268,15.9477,48.36,68,6,5.95
342,Lipin Bor,RU,2022-03-22 00:35:23,60.2622,37.9763,29.1,95,5,8.59
343,Abu Dhabi,AE,2022-03-22 00:32:11,24.4667,54.3667,70.97,90,0,3.44
344,Victor Harbor,AU,2022-03-22 00:35:24,-35.5667,138.6167,64.0,87,100,10.25
345,Hualmay,PE,2022-03-22 00:35:25,-11.0964,-77.6139,70.23,84,53,8.12
346,Poum,NC,2022-03-22 00:35:25,-20.2333,164.0167,80.4,76,78,11.7
347,Ketchikan,US,2022-03-22 00:35:26,55.3422,-131.6461,46.87,87,100,13.8
348,Hobyo,SO,2022-03-22 00:35:27,5.3505,48.5268,77.09,78,5,7.85
349,Nehe,CN,2022-03-22 00:35:27,48.4833,124.8333,30.11,50,0,14.45
350,Coahuayana,MX,2022-03-22 00:35:28,18.7333,-103.6833,74.19,53,6,3.76
351,Bojnurd,IR,2022-03-22 00:35:28,37.4747,57.329,35.55,93,20,4.61
352,Avera,US,2022-03-22 00:35:29,33.194,-82.5271,63.91,47,84,5.01
353,Cherskiy,RU,2022-03-22 00:35:29,68.75,161.3,27.16,85,100,13.31
354,Harper,LR,2022-03-22 00:35:30,4.375,-7.7169,78.26,85,46,2.08
355,Xuchang,CN,2022-03-22 00:35:30,34.0167,113.8167,44.91,67,100,7.29
356,Mangrol,IN,2022-03-22 00:35:31,21.1167,70.1167,74.5,65,21,11.52
357,Xuddur,SO,2022-03-22 00:36:31,4.1213,43.8894,71.33,79,0,11.18
358,Pangnirtung,CA,2022-03-22 00:36:32,66.1451,-65.7125,-8.95,80,100,3.94
359,Ust-Barguzin,RU,2022-03-22 00:36:33,53.45,108.9833,12.51,91,39,2.59
360,Acarau,BR,2022-03-22 00:36:34,-2.8856,-40.12,78.51,87,100,9.69
361,Mitsamiouli,KM,2022-03-22 00:36:34,-11.3847,43.2844,81.14,79,64,6.6
362,Pa Sang,TH,2022-03-22 00:36:34,18.5262,98.9394,81.01,51,40,0.72
363,Gubkinskiy,RU,2022-03-22 00:36:35,64.434,76.5026,-8.82,100,6,8.75
364,Bataipora,BR,2022-03-22 00:32:32,-22.2953,-53.2711,76.42,62,88,10.71
365,Macapa,BR,2022-03-22 00:36:35,0.0389,-51.0664,76.98,94,75,3.44
366,Tuatapere,NZ,2022-03-22 00:36:36,-46.1333,167.6833,71.92,48,10,3.65
367,San Vicente,AR,2022-03-22 00:36:37,-26.6167,-54.1333,65.21,69,0,3.96
368,Ferrol,ES,2022-03-22 00:35:42,43.4832,-8.2369,53.71,86,9,5.61
369,Katherine,AU,2022-03-22 00:36:38,-14.4667,132.2667,88.12,58,0,6.91
370,Gemena,CD,2022-03-22 00:36:38,3.25,19.7667,73.98,74,100,4.32
371,Bati,ET,2022-03-22 00:36:39,11.1833,40.0167,66.65,48,40,1.66
372,Jodar,ES,2022-03-22 00:36:39,37.8406,-3.3526,49.73,85,100,3.31
373,Grand-Lahou,CI,2022-03-22 00:36:40,5.1367,-5.0242,78.03,91,44,5.68
374,Hanting,CN,2022-03-22 00:36:40,36.7708,119.2108,46.53,34,1,5.75
375,Mannarakkat,IN,2022-03-22 00:36:40,10.9833,76.4667,75.87,92,96,1.88
376,Isangel,VU,2022-03-22 00:35:31,-19.55,169.2667,82.35,76,91,5.86
377,Tirlyanskiy,RU,2022-03-22 00:36:41,54.2109,58.5806,16.83,90,31,6.8
378,Wigtown,GB,2022-03-22 00:36:42,54.8684,-4.4419,43.32,77,97,8.99
379,Berekum,GH,2022-03-22 00:36:42,7.4534,-2.584,76.14,75,100,6.04
380,Kropotkin,RU,2022-03-22 00:36:43,45.4375,40.5756,36.5,87,99,9.22
381,Welkom,ZA,2022-03-22 00:33:55,-27.9864,26.7066,54.36,67,6,4.45
382,Half Moon Bay,US,2022-03-22 00:35:41,37.4636,-122.4286,73.02,66,0,24.16
383,Amethi,IN,2022-03-22 00:36:44,26.15,81.8167,74.5,21,5,3.8
384,Winnemucca,US,2022-03-22 00:36:44,40.973,-117.7357,55.45,33,100,0.0
385,Churapcha,RU,2022-03-22 00:36:45,62.0025,132.4325,8.13,81,6,11.79
386,Karratha,AU,2022-03-22 00:36:45,-20.7377,116.8463,91.44,46,98,16.17
387,Sao Jose Da Coroa Grande,BR,2022-03-22 00:36:46,-8.8978,-35.1478,77.7,87,100,6.89
388,Bordighera,IT,2022-03-22 00:36:46,43.7806,7.6645,51.55,41,0,1.01
389,Clyde River,CA,2022-03-22 00:36:47,70.4692,-68.5914,-10.97,77,100,4.61
390,Nouadhibou,MR,2022-03-22 00:36:47,20.931,-17.0347,62.58,77,0,18.41
391,Bilibino,RU,2022-03-22 00:32:19,68.0546,166.4372,20.79,83,100,4.05
392,Arica,CL,2022-03-22 00:36:48,-18.475,-70.3042,68.72,81,61,0.81
393,Salekhard,RU,2022-03-22 00:36:49,66.53,66.6019,-8.48,100,100,6.11
394,Victoria,HK,2022-03-22 00:36:49,22.2855,114.1577,76.95,92,100,11.01
395,Pandan,PH,2022-03-22 00:36:50,14.0453,124.1694,82.92,77,100,6.44
396,Rincon,US,2022-03-22 00:34:15,32.296,-81.2354,62.85,65,20,9.22
397,Northam,GB,2022-03-22 00:36:51,51.0333,-4.2167,52.61,75,89,12.88
398,Sal Rei,CV,2022-03-22 00:36:51,16.1833,-22.9167,68.52,77,8,18.23
399,Acari,PE,2022-03-22 00:36:52,-15.4311,-74.6158,72.82,73,27,3.94
400,Chiang Klang,TH,2022-03-22 00:36:53,19.2938,100.8617,79.0,81,13,0.74
401,Lake City,US,2022-03-22 00:36:17,30.1897,-82.6393,69.62,55,0,4.61
402,Diamantino,BR,2022-03-22 00:36:54,-14.4086,-56.4461,74.35,88,98,1.54
403,Anadyr,RU,2022-03-22 00:36:54,64.75,177.4833,27.1,86,20,26.84
404,Manyana,BW,2022-03-22 00:37:55,-23.4,21.7167,65.44,51,5,9.26
405,Havoysund,NO,2022-03-22 00:37:55,70.9963,24.6622,35.83,71,100,38.63
406,Pouembout,NC,2022-03-22 00:37:56,-21.1333,164.9,82.42,71,68,7.81
407,Nhulunbuy,AU,2022-03-22 00:37:56,-12.2333,136.7667,84.81,79,75,4.61
408,Yining,CN,2022-03-22 00:37:57,29.0361,114.5636,44.98,93,100,1.39
409,Hervey Bay,AU,2022-03-22 00:37:58,-25.2986,152.8535,77.04,64,7,3.69
410,Mehamn,NO,2022-03-22 00:37:58,71.0357,27.8492,32.47,78,95,41.65
411,Voh,NC,2022-03-22 00:37:59,-20.9667,164.7,82.63,71,74,7.23
412,Gwadar,PK,2022-03-22 00:37:59,25.1216,62.3254,74.14,77,0,10.96
413,Jumla,NP,2022-03-22 00:38:00,29.2747,82.1838,44.83,52,0,4.97
414,Luan,CH,2022-03-22 00:38:01,46.3592,6.9759,37.69,70,6,5.86
415,Gouyave,GD,2022-03-22 00:38:01,12.1646,-61.7296,77.77,73,20,11.5
416,Whitehorse,CA,2022-03-22 00:38:01,60.7161,-135.0538,37.09,62,75,1.99
417,Sangar,RU,2022-03-22 00:38:02,63.9242,127.4739,2.23,81,2,5.23
418,Xining,CN,2022-03-22 00:35:56,36.6167,101.7667,39.15,61,4,2.57
419,Hamilton,US,2022-03-22 00:35:19,39.1834,-84.5333,62.44,40,0,9.22
420,Miles City,US,2022-03-22 00:37:32,46.4083,-105.8406,50.97,27,40,17.27
421,Diu,IN,2022-03-22 00:36:21,20.7141,70.9822,79.59,35,85,11.3
422,North Bend,US,2022-03-22 00:38:04,43.4065,-124.2243,56.91,97,100,14.97
423,Itinga,BR,2022-03-22 00:38:04,-16.6131,-41.7653,71.49,81,1,4.18
424,Mareeba,AU,2022-03-22 00:34:11,-17.0,145.4333,81.45,73,98,5.61
425,Kaoma,ZM,2022-03-22 00:38:05,-14.7833,24.8,66.13,82,100,8.37
426,Brookings,US,2022-03-22 00:38:05,44.3114,-96.7984,43.38,81,75,24.16
427,Alexandria,EG,2022-03-22 00:38:06,31.2156,29.9553,51.76,66,40,5.75
428,Vega De Alatorre,MX,2022-03-22 00:38:06,20.0333,-96.6333,77.25,77,1,17.81
429,Te Anau,NZ,2022-03-22 00:38:07,-45.4167,167.7167,70.23,50,49,0.69
430,Ulladulla,AU,2022-03-22 00:38:08,-35.35,150.4667,74.3,56,100,5.46
431,Ostersund,SE,2022-03-22 00:38:08,63.1792,14.6357,34.25,55,38,11.5
432,Tabas,IR,2022-03-22 00:38:09,33.5959,56.9244,68.31,18,98,3.11
433,Netarhat,IN,2022-03-22 00:38:09,23.4833,84.2667,67.1,18,10,4.25
434,Sarandi,BR,2022-03-22 00:38:10,-23.4436,-51.8739,74.75,64,0,12.66
435,Prince Rupert,CA,2022-03-22 00:35:43,54.3161,-130.3201,48.29,81,100,29.93
436,Bolshaya Sosnova,RU,2022-03-22 00:38:11,57.6713,54.6029,18.5,96,89,6.04
437,Norman Wells,CA,2022-03-22 00:33:45,65.282,-126.8329,3.24,60,20,12.66
438,Traverse City,US,2022-03-22 00:38:12,44.7631,-85.6206,39.72,97,100,1.99
439,Cap-Aux-Meules,CA,2022-03-22 00:38:12,47.3821,-61.8597,30.25,86,75,13.8
440,Kargasok,RU,2022-03-22 00:34:03,59.0556,80.8572,15.39,95,100,6.51
441,Pizarro,CO,2022-03-22 00:36:18,4.9533,-77.366,77.99,87,100,3.58
442,Bambanglipuro,ID,2022-03-22 00:37:02,-7.95,110.2833,80.98,79,85,5.19
443,Talnakh,RU,2022-03-22 00:38:13,69.4865,88.3972,-14.8,93,75,0.96
444,Leh,IN,2022-03-22 00:38:14,34.1667,77.5833,14.68,71,7,4.03
445,Ruteng,ID,2022-03-22 00:34:28,-8.6136,120.4721,73.36,67,97,0.4
446,Port Hawkesbury,CA,2022-03-22 00:38:15,45.6169,-61.3485,32.81,86,100,8.05
447,Zhovkva,UA,2022-03-22 00:38:15,50.0583,23.9726,37.51,76,0,2.71
448,Cockburn Town,TC,2022-03-22 00:37:52,21.4612,-71.1419,77.34,69,0,18.75
449,Huarmey,PE,2022-03-22 00:38:16,-10.0681,-78.1522,71.06,82,92,8.5
450,Namibe,AO,2022-03-22 00:38:17,-15.1961,12.1522,73.99,81,100,5.99
451,Tupik,RU,2022-03-22 00:38:17,54.4253,119.9327,21.63,69,27,4.32
452,Deception Bay,AU,2022-03-22 00:39:18,-27.2,153.0333,82.22,52,0,3.67
453,Cheney,US,2022-03-22 00:39:19,47.4874,-117.5758,43.14,92,100,10.36
454,Miyako,JP,2022-03-22 00:39:19,39.6367,141.9525,38.1,55,100,4.72
455,Zhadovka,RU,2022-03-22 00:39:19,53.5746,46.9498,19.9,93,6,6.96
456,Araouane,ML,2022-03-22 00:39:20,18.9048,-3.5265,73.54,12,0,11.1
457,Mocuba,MZ,2022-03-22 00:39:21,-16.8392,36.9856,68.2,93,100,3.85
458,Khani,GE,2022-03-22 00:39:21,41.9563,42.9566,31.57,95,100,1.95
459,Fiumicino,IT,2022-03-22 00:39:22,41.7675,12.2291,46.51,70,0,5.75
460,Bousso,TD,2022-03-22 00:39:23,10.4795,16.7117,82.11,10,11,6.85
461,Beckley,US,2022-03-22 00:35:22,37.7782,-81.1882,57.61,39,0,4.61
462,Amahai,ID,2022-03-22 00:39:24,-3.3333,128.9167,84.06,70,100,2.91
463,Sakakah,SA,2022-03-22 00:39:24,29.9697,40.2064,53.17,37,45,13.47
464,Ramsgate,GB,2022-03-22 00:35:04,51.3358,1.4155,49.26,75,75,1.01
465,Shu,KZ,2022-03-22 00:39:25,43.5983,73.7614,33.21,99,100,2.44
466,Glendive,US,2022-03-22 00:39:26,47.1053,-104.7125,49.62,26,0,19.57
467,Nanton,CA,2022-03-22 00:39:26,50.3501,-113.7687,53.82,41,1,9.22
468,Balykshi,KZ,2022-03-22 00:39:26,47.0667,51.8667,33.8,93,100,13.42
469,Pimentel,PE,2022-03-22 00:39:27,-6.8367,-79.9342,71.33,79,98,14.58
470,Gorahun,SL,2022-03-22 00:39:27,7.4661,-11.2375,74.59,92,100,2.82
471,Acajutla,SV,2022-03-22 00:39:28,13.5928,-89.8275,81.66,72,18,8.61
472,Mandalgovi,MN,2022-03-22 00:37:15,45.7625,106.2708,23.56,49,0,4.38
473,Bharatpur,IN,2022-03-22 00:39:29,27.2167,77.4833,72.46,18,0,4.61
474,Warri,NG,2022-03-22 00:39:29,5.5167,5.75,79.56,86,100,3.49
475,Lensk,RU,2022-03-22 00:36:24,60.7253,114.9278,20.3,92,100,9.57
476,Murray Bridge,AU,2022-03-22 00:39:30,-35.1167,139.2667,74.59,49,100,10.16
477,Waingapu,ID,2022-03-22 00:39:30,-9.6567,120.2641,82.89,73,100,3.58
478,Krasnoselkup,RU,2022-03-22 00:39:31,65.7,82.4667,-14.51,99,6,7.76
479,Samarkand,UZ,2022-03-22 00:39:32,39.6542,66.9597,38.62,87,100,9.22
480,Antofagasta,CL,2022-03-22 00:38:04,-23.65,-70.4,65.57,80,60,5.95
481,Husavik,IS,2022-03-22 00:39:33,66.0449,-17.3389,32.34,85,100,2.75
482,Naryan-Mar,RU,2022-03-22 00:39:33,67.6713,53.087,32.49,86,100,20.98
483,Hirara,JP,2022-03-22 00:39:34,24.8,125.2833,75.47,94,75,8.05
484,Qui Nhon,VN,2022-03-22 00:39:07,13.7667,109.2333,79.7,81,100,4.07
485,Opunake,NZ,2022-03-22 00:39:35,-39.4556,173.8583,74.84,64,82,6.6
486,Karymskoye,RU,2022-03-22 00:39:35,51.6167,114.35,20.35,75,13,2.3
487,Oshkosh,US,2022-03-22 00:39:36,44.0247,-88.5426,43.03,79,0,16.11
488,Eureka,US,2022-03-22 00:39:36,40.8021,-124.1637,68.74,78,74,7.96
489,Djibo,BF,2022-03-22 00:39:37,14.1022,-1.6306,82.9,12,71,11.23
490,Seddon,AU,2022-03-22 00:39:37,-37.8068,144.8916,76.68,77,0,5.75
491,Palmares Do Sul,BR,2022-03-22 00:39:38,-30.2578,-50.5097,69.04,70,5,18.9
492,San Quintin,MX,2022-03-22 00:39:38,30.4833,-115.95,60.78,74,78,10.2
493,Gazli,UZ,2022-03-22 00:39:39,40.1333,63.45,42.12,53,93,5.03
494,Foumban,CM,2022-03-22 00:39:40,5.7291,10.9001,68.23,54,5,3.22
495,Polignano A Mare,IT,2022-03-22 00:39:40,40.9959,17.2159,42.12,47,3,6.31
496,Luau,AO,2022-03-22 00:39:41,-10.7073,22.2247,62.51,89,100,1.3
497,Dalianwan,CN,2022-03-22 00:39:41,39.0286,121.695,41.04,60,0,4.47
498,Naspur,IN,2022-03-22 00:39:42,18.8333,79.45,80.13,46,25,6.85
499,Manzhouli,CN,2022-03-22 00:39:13,49.6,117.4333,22.53,72,3,4.54
500,Taman,RU,2022-03-22 00:40:42,45.2117,36.7161,40.35,89,6,14.36
501,Sioux Lookout,CA,2022-03-22 00:40:43,50.1001,-91.917,37.47,38,75,8.05
502,Priargunsk,RU,2022-03-22 00:40:43,50.3691,119.1012,22.53,67,17,3.91
503,Srednekolymsk,RU,2022-03-22 00:40:44,67.45,153.6833,24.06,92,100,5.95
504,Laguna,US,2022-03-22 00:40:44,38.421,-121.4238,84.49,26,0,18.41
505,Pirapozinho,BR,2022-03-22 00:40:45,-22.2753,-51.5,76.48,65,0,14.97
506,Hovd,MN,2022-03-22 00:40:46,48.0056,91.6419,22.62,35,100,3.89
507,Fairbanks,US,2022-03-22 00:40:46,64.8378,-147.7164,17.24,40,0,4.61
508,Kachug,RU,2022-03-22 00:40:46,53.9606,105.8817,12.76,95,98,0.27
509,Lermontovka,RU,2022-03-22 00:40:47,47.1453,134.3383,28.9,66,15,8.81
510,Okhotsk,RU,2022-03-22 00:40:48,59.3833,143.3,20.07,88,100,14.56
511,Libertador General San Martin,AR,2022-03-22 00:40:48,-23.8064,-64.7876,70.97,77,99,1.95
512,Songjianghe,CN,2022-03-22 00:40:49,42.1859,127.479,27.7,54,0,5.57
513,Goundam,ML,2022-03-22 00:40:50,16.4145,-3.6708,79.34,11,33,10.98
514,Asosa,ET,2022-03-22 00:40:50,10.0667,34.5333,70.29,21,11,2.28
515,Shetpe,KZ,2022-03-22 00:40:51,44.1667,52.1167,30.15,68,7,13.49
516,Esperance,AU,2022-03-22 00:36:49,-33.8667,121.9,64.24,58,55,12.8
517,Pandharpur,IN,2022-03-22 00:40:52,17.6667,75.3333,79.9,23,73,10.58
518,Usoke,TZ,2022-03-22 00:40:52,-5.1667,32.35,61.97,96,27,3.65
519,Freeport,US,2022-03-22 00:37:59,40.6576,-73.5832,59.36,35,0,13.8
520,Delijan,IR,2022-03-22 00:40:53,33.9905,50.6838,53.42,48,55,1.63
521,Graaff-Reinet,ZA,2022-03-22 00:40:53,-32.2522,24.5308,66.61,56,0,0.27
522,Namatanai,PG,2022-03-22 00:40:54,-3.6667,152.4333,84.83,70,71,5.55
523,Quelimane,MZ,2022-03-22 00:40:54,-17.8786,36.8883,75.15,88,75,5.75
524,Kasongo-Lunda,CD,2022-03-22 00:40:55,-6.4667,16.8167,70.66,97,100,0.72
525,Wadi Musa,JO,2022-03-22 00:40:56,30.3222,35.4793,38.23,87,4,5.12
526,Pyinmana,MM,2022-03-22 00:40:56,19.7333,96.2167,78.67,71,100,5.19
527,Rio Cuarto,AR,2022-03-22 00:40:16,-33.1307,-64.3499,66.67,77,0,10.36
528,Casper,US,2022-03-22 00:39:01,42.8666,-106.3131,37.81,41,0,6.91
529,Catamarca,AR,2022-03-22 00:39:48,-28.4696,-65.7852,71.58,74,1,10.94
530,Narsipatnam,IN,2022-03-22 00:40:57,17.6667,82.6167,76.3,86,20,1.72
531,Champerico,GT,2022-03-22 00:40:58,14.3,-91.9167,88.34,67,7,6.13
532,Gat,IL,2022-03-22 00:40:58,31.61,34.7642,49.41,71,38,2.95
533,Axim,GH,2022-03-22 00:40:59,4.8699,-2.2405,79.84,86,100,5.61
534,Bosobolo,CD,2022-03-22 00:41:00,4.1833,19.9,75.87,63,100,3.83
535,Baghdad,IQ,2022-03-22 00:37:59,33.3406,44.4009,49.91,40,0,6.91
536,Mosquera,CO,2022-03-22 00:38:44,4.7059,-74.2302,57.29,88,75,2.3
537,Oranjemund,NA,2022-03-22 00:41:01,-28.55,16.4333,62.1,94,7,7.47
538,Farafangana,MG,2022-03-22 00:41:02,-22.8167,47.8333,71.06,82,99,1.52
539,Tsabong,BW,2022-03-22 00:41:02,-26.0217,22.401,71.44,48,41,9.31
540,Santa Rita,BR,2022-03-22 00:39:19,-7.1139,-34.9781,75.87,100,75,10.36
541,Sargur,IN,2022-03-22 00:41:03,11.9833,76.4167,68.94,88,53,4.54
542,Dubbo,AU,2022-03-22 00:41:03,-32.25,148.6167,78.93,47,54,5.75
543,Bosaso,SO,2022-03-22 00:41:04,11.2842,49.1816,77.49,61,1,9.57
544,Kautokeino,NO,2022-03-22 00:41:05,69.0125,23.0412,14.65,93,100,3.11
545,Santa Fe,AR,2022-03-22 00:39:13,-31.6333,-60.7,68.92,86,75,5.37
546,Ambon,ID,2022-03-22 00:42:06,-3.6954,128.1814,86.14,74,40,1.14
547,San Ignacio,BZ,2022-03-22 00:42:06,17.1561,-89.0714,84.34,61,0,4.61
548,Dorobantu,RO,2022-03-22 00:42:07,44.2167,26.95,43.03,62,4,11.16
549,Altay,CN,2022-03-22 00:42:07,47.8667,88.1167,27.72,84,100,2.82
550,Mundra,IN,2022-03-22 00:42:07,22.85,69.7333,73.72,55,5,12.1
551,Yeppoon,AU,2022-03-22 00:42:08,-23.1333,150.7333,80.38,60,23,8.37
552,Letavertes,HU,2022-03-22 00:42:08,47.3833,21.9,39.11,59,0,6.8
553,Sovetskiy,RU,2022-03-22 00:42:10,61.3614,63.5842,8.71,97,48,4.45
554,Usinsk,RU,2022-03-22 00:42:10,65.9939,57.5281,20.88,94,100,21.09
555,Gornopravdinsk,RU,2022-03-22 00:42:11,60.05,69.9,21.36,95,100,8.7
556,Camana,PE,2022-03-22 00:42:12,-16.6228,-72.7111,69.69,84,88,5.91
557,Taoudenni,ML,2022-03-22 00:42:12,22.6783,-3.9836,72.77,18,0,11.45
558,Ormara,PK,2022-03-22 00:42:13,25.2088,64.6357,74.41,78,0,6.11
559,Baracoa,CU,2022-03-22 00:42:13,20.3467,-74.4958,77.36,68,59,14.0
560,Otradnoye,RU,2022-03-22 00:42:14,59.7775,30.8181,35.87,92,4,6.69
