City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
191,Dangriga,BZ,74.41,overcast clouds,16.9692,-88.2321,Chaleanor Hotel
196,Acapulco,MX,86.22,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
198,Alyangula,AU,73.27,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
202,Kralendijk,BQ,85.98,scattered clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
205,Honiara,SB,75.72,light rain,-9.4333,159.95,Heritage Park Hotel
207,Carnarvon,AU,77.07,broken clouds,-24.8667,113.6333,Hospitality Carnarvon
211,Gorontalo,ID,74.62,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
212,Kavaratti,IN,82.51,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
213,Ormara,PK,77.95,clear sky,25.2088,64.6357,Kenara Colony house for Rent
214,Kota Kinabalu,MY,80.58,few clouds,5.9749,116.0724,Gaya Centre Hotel
217,Prabumulih,ID,74.25,few clouds,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
220,Saint George,US,74.43,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
222,Lorengau,PG,81.1,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
225,Kalemie,CD,73.89,scattered clouds,-5.9475,29.1947,Mahobilali
226,Mapiripan,CO,80.85,overcast clouds,2.8892,-72.1256,Monserrate
228,Acarau,BR,83.84,overcast clouds,-2.8856,-40.12,castelo pizzaria
229,Oistins,BB,84.29,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
231,Meulaboh,ID,78.66,broken clouds,4.1363,96.1285,Kost Pria
232,Mahebourg,MU,80.89,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
234,Vallenar,CL,83.98,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
236,Kavieng,PG,81.25,light rain,-2.5744,150.7967,Nusa Island Retreat
238,Salalah,OM,77.58,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
239,Manggar,ID,78.71,scattered clouds,-2.8833,108.2667,Guest Hotel
241,Morgan City,US,78.01,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
247,Biak,ID,75.6,broken clouds,-0.9131,122.8766,Penginapan Kim
249,Am Timan,TD,89.73,scattered clouds,11.0297,20.2827,Palais du chef Canton Salamt
250,Bolobo,CD,78.4,light rain,-2.1667,16.2333,Hotel de Stephen
251,Foumban,CM,83.91,broken clouds,5.7291,10.9001,Hotel Pekassa De Karche
253,Richards Bay,ZA,70.32,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
258,Qui Nhon,VN,78.53,few clouds,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
260,Amahai,ID,77.54,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
261,Tripoli,LY,72.23,scattered clouds,32.8752,13.1875,Al Waddan Hotel
265,Viedma,AR,74.44,scattered clouds,-40.8135,-62.9967,Hotel Cristal
269,Chalinze,TZ,78.93,broken clouds,-6.6378,38.354,Dolphin Guesthouse
270,Lima,PE,73.65,clear sky,-12.0432,-77.0282,Hotel Kamana
272,Cayenne,GF,84.24,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
273,Alenquer,BR,84.81,broken clouds,-1.9417,-54.7383,Detinha Hotel
275,Inirida,CO,76.35,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
277,La Reforma,MX,79.56,overcast clouds,25.0833,-108.05,Hotel Reforma
281,Cabinda,AO,86.14,few clouds,-5.55,12.2,Hotel Maiombe
282,Touros,BR,84.42,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
284,Maningrida,AU,74.79,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
292,Jieshi,CN,71.94,broken clouds,22.8134,115.8257,Yuehai Hotel
293,Bull Savanna,JM,81.5,scattered clouds,17.8868,-77.5902,Big Red's
296,Mogadishu,SO,82.17,broken clouds,2.0371,45.3438,Hotel Juba
298,Trincomalee,LK,80.55,clear sky,8.5711,81.2335,Welcombe Hotel
300,San Cristobal,VE,78.98,broken clouds,7.7669,-72.225,Pirineos
306,Quatre Cocos,MU,80.71,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
308,Yeppoon,AU,71.38,overcast clouds,-23.1333,150.7333,Villa Mar Colina
312,Ampanihy,MG,71.96,scattered clouds,-24.7,44.75,Angora Hotel
313,Daru,PG,77.86,moderate rain,-9.0763,143.2092,Daru Lodge
317,Angra Dos Reis,BR,84.16,scattered clouds,-23.0067,-44.3181,Mercure Angra dos Reis
325,Nouakchott,MR,73.33,scattered clouds,18.0858,-15.9785,HOTEL IMAN
326,Manokwari,ID,78.1,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
327,General Pico,AR,74.95,clear sky,-35.6566,-63.7568,Euskadi Hotel
328,Port Antonio,JM,86.0,broken clouds,18.18,-76.4612,The Trident Hotel
334,Eten,PE,77.25,clear sky,-6.9081,-79.8642,Hospedaje Sol Radiante
335,Felipe Carrillo Puerto,MX,85.98,broken clouds,19.5833,-88.05,Hotel La Ceiba
338,Galveston,US,82.09,clear sky,29.3669,-94.9669,Crystal Suites
342,Bathsheba,BB,84.81,scattered clouds,13.2167,-59.5167,Atlantis Hotel
343,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
346,Zhuhai,CN,73.11,scattered clouds,22.2769,113.5678,珠海粤财假日酒店
348,Pangkalanbuun,ID,74.53,scattered clouds,-2.6833,111.6167,Grand Kecubung Hotel
349,Padang,ID,75.13,clear sky,-0.9492,100.3543,Mercure Padang
350,Sambava,MG,79.39,few clouds,-14.2667,50.1667,Melrose
357,Saint-Georges,GD,83.88,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
365,Amuntai,ID,74.26,light rain,-2.4177,115.2494,Hotel Balqis
368,Caraballeda,VE,86.07,few clouds,10.6112,-66.8522,Hotel 15 Letras
370,Carutapera,BR,82.47,overcast clouds,-1.195,-46.02,Lidera
371,Mocuba,MZ,74.75,scattered clouds,-16.8392,36.9856,Phama Lodge
373,Guayata,CO,74.82,overcast clouds,4.9642,-73.4875,Hotel Roca Center
374,Santa Maria Ixhuatan,GT,83.21,broken clouds,14.19,-90.2747,Dayner chaves
380,Camocim,BR,81.97,overcast clouds,-2.9022,-40.8411,Ilha Praia Hotel
386,Neiafu,TO,75.88,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
389,Victoria,HK,78.94,scattered clouds,22.2855,114.1577,Mini Hotel Central
393,Sao Jose Da Coroa Grande,BR,81.55,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
396,Laguna,US,73.31,few clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
397,Cabedelo,BR,79.47,broken clouds,-6.9811,-34.8339,Hotel Pigalle
399,Pundaguitan,PH,78.1,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
400,Sao Filipe,CV,70.45,broken clouds,14.8961,-24.4956,Hotel Xaguate
405,Iracoubo,GF,80.96,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
408,Morant Bay,JM,85.71,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
411,Eyl,SO,78.39,clear sky,7.9803,49.8164,Amiin Hotel
412,Menongue,AO,70.79,overcast clouds,-14.6585,17.691,Ritz Lauca
416,Axim,GH,82.08,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
418,Kawalu,ID,72.7,overcast clouds,-7.3817,108.2082,West Jontor
421,Luziania,BR,88.99,overcast clouds,-16.2525,-47.9503,HOTEL SARON
430,Manavalakurichi,IN,79.77,scattered clouds,8.1333,77.3,Jebinrio home
433,Rio Grande,BR,77.11,broken clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
434,Moron,AR,73.09,overcast clouds,-34.6534,-58.6198,Hotel Morón
438,Stephenville,US,83.16,clear sky,32.2207,-98.2023,La Quinta Inn & Suites by Wyndham Stephenville
439,Imbituba,BR,74.79,few clouds,-28.24,-48.6703,Praia Hotel Imbituba
440,Bairiki,KI,80.6,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
441,Humberto De Campos,BR,85.03,broken clouds,-2.5983,-43.4611,Pousada do Cabeça
442,Porto Nacional,BR,86.0,few clouds,-10.7081,-48.4172,Vila Real Hotel
443,Kulhudhuffushi,MV,82.13,clear sky,6.6221,73.07,Haajy Guest House 1
444,Pontianak,ID,76.98,overcast clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
445,Perbaungan,ID,78.91,broken clouds,3.5679,98.956,Bendang Lama
446,Garowe,SO,76.26,scattered clouds,8.4054,48.4845,Curubo Hotel
447,Bubaque,GW,77.7,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
449,Muisne,EC,78.28,overcast clouds,0.6,-80.0333,Quinta Samay
452,Deogarh,IN,80.17,scattered clouds,21.5333,84.7333,Amit Henej House
453,Maceio,BR,85.44,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
454,Mataram,ID,77.81,broken clouds,-8.5833,116.1167,Hotel Santika Mataram
455,Labuan,MY,80.96,scattered clouds,5.2767,115.2417,Tiara Labuan Hotel
457,Isla Vista,US,80.29,overcast clouds,34.4133,-119.861,Best Western Plus South Coast Inn
459,Talisayan,PH,79.23,overcast clouds,6.9872,121.9272,Mar y Monte Resort
464,Bilma,NE,81.86,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
469,Namibe,AO,73.65,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
471,Gigmoto,PH,78.73,broken clouds,13.7796,124.39,Cj's Travellers Inn
473,Celestun,MX,76.03,scattered clouds,20.8667,-90.4,Posada Lilia
475,Karwar,IN,80.51,broken clouds,14.8,74.1333,Netalco Connects
476,Boa Vista,BR,89.58,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
477,Ishigaki,JP,71.73,mist,24.3448,124.1572,Hotel Peace Land Ishigakijima
484,Mitsamiouli,KM,80.89,few clouds,-11.3847,43.2844,Foyer ADM
487,Garissa,KE,87.91,light rain,-0.4536,39.6401,Sharif Plaza Hotel
490,Tautira,PF,81.07,light rain,-17.7333,-149.15,Pension Oaoa
492,San Buenaventura,MX,84.99,clear sky,27.0833,-101.5333,Hotel Gran Plaza
495,Moindou,NC,74.21,broken clouds,-21.6924,165.677,Equi-lodge de Moindou
497,Hecelchakan,MX,81.73,scattered clouds,20.1667,-90.1333,Hotel Amparito
498,Marang,MY,80.51,clear sky,5.2056,103.2059,DBarakah Homestay
501,Pesqueira,BR,84.22,overcast clouds,-8.3578,-36.6964,Pousada do João
502,Soyo,AO,80.55,light rain,-6.1349,12.3689,Hotel Mpampa
503,Barquisimeto,VE,89.37,broken clouds,10.0739,-69.3228,Hotel Príncipe
505,Mae Hong Son,TH,75.42,clear sky,19.3003,97.9685,Baiyoke Chalet Hotel
506,Laredo,US,87.78,clear sky,27.5064,-99.5075,La Quinta Inn by Wyndham Laredo I-35
507,Nhulunbuy,AU,77.61,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
508,Macas,EC,71.35,moderate rain,-2.3167,-78.1167,Casa Upano
510,Inhambane,MZ,75.18,broken clouds,-23.865,35.3833,Oceano
512,Harper,LR,82.92,overcast clouds,4.375,-7.7169,Screensaver
513,Manado,ID,74.17,few clouds,1.487,124.8455,Aryaduta Hotel
514,Luanda,AO,78.8,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
515,Sorong,ID,78.89,broken clouds,-0.8833,131.25,Waigo Splash Hotel
517,Kikwit,CD,79.63,overcast clouds,-5.041,18.8162,HOTEL PLACE YALABA
524,Mackay,AU,74.68,light rain,-21.15,149.2,International Lodge Motel
526,Tecoanapa,MX,84.76,overcast clouds,16.5167,-98.75,Hotel Manglares
529,Porto Novo,BJ,84.34,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
533,Grand-Bourg,GP,84.15,overcast clouds,15.8835,-61.3148,Coco Beach Resort
535,Manaure,CO,85.48,overcast clouds,11.7751,-72.4445,Hotel Palaaima
536,Pata,PH,75.6,overcast clouds,17.7152,121.5018,Israel Bakeshop
538,Ngaoundere,CM,79.7,broken clouds,7.3167,13.5833,Hotel Mentong Palace
539,Bodden Town,KY,82.99,broken clouds,19.2833,-81.25,Will T Place
540,Isangel,VU,76.68,broken clouds,-19.55,169.2667,Tanna Lodge
541,Farafangana,MG,77.27,moderate rain,-22.8167,47.8333,Miarina
548,Baindur,IN,80.91,scattered clouds,13.8667,74.6333,Sai Vishram Beach Resort (Pure Veg and No Alcohol)
549,Aswan,EG,72.7,clear sky,24.0934,32.907,Nuba Nile
553,Tual,ID,81.72,light rain,-5.6667,132.75,Grand Vilia Hotel
558,Littleton,US,74.88,scattered clouds,39.6133,-105.0166,InTown Suites Extended Stay Denver CO - Englewood
560,Cotonou,BJ,84.49,broken clouds,6.3654,2.4183,Novotel Cotonou Orisha
562,Caravelas,BR,85.51,broken clouds,-17.7125,-39.2481,Pousada dos Navegantes
566,Nanakuli,US,75.04,broken clouds,21.3906,-158.1547,Camp Pālehua
569,Santa Marta,CO,89.65,few clouds,11.2408,-74.199,Hotel La Ballena Azul
571,Esmeralda,CU,76.78,broken clouds,21.8525,-78.1169,Centro de Pioneros Exploradores
573,Comodoro Rivadavia,AR,73.36,clear sky,-45.8667,-67.5,Austral Hotel
574,Denpasar,ID,78.46,broken clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
576,Zuwarah,LY,77.47,broken clouds,32.9312,12.082,تيدارت انغ
578,Ihosy,MG,71.94,broken clouds,-22.4,46.1167,Hotely Sariaka
580,Chabahar,IR,78.82,clear sky,25.2919,60.643,هتل گدروشیا
582,Inhumas,BR,84.7,few clouds,-16.3578,-49.4961,Hotel Classic
583,Karratha,AU,83.84,broken clouds,-20.7377,116.8463,ibis Styles Karratha
584,Limon,CR,82.69,overcast clouds,10.0,-83.0333,Hotel Playa Bonita
587,Bequimao,BR,86.74,light rain,-2.4489,-44.7825,Casa Dom Joaquim
589,Madingou,CG,80.04,overcast clouds,-4.1536,13.55,HOTEL KIM ELISA
594,Mahajanga,MG,82.56,broken clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
597,Pringsewu,ID,75.04,overcast clouds,-5.3582,104.9744,Urban Style by Front One
599,Sao Joao Da Barra,BR,82.36,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
604,La Romana,DO,82.83,broken clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
607,Tinaquillo,VE,87.87,broken clouds,9.9186,-68.3047,Hotel Los Copihues
609,Haimen,CN,72.12,broken clouds,23.1935,116.6142,Jinghao Business Hotel
613,Puerto Madryn,AR,77.5,scattered clouds,-42.7692,-65.0385,Hotel Tolosa
616,Kirakira,SB,79.52,light rain,-10.4544,161.9205,SanBiz Lodge
621,Mayumba,GA,79.48,broken clouds,-3.432,10.6554,LIKWALE LODGE
626,Sur,OM,82.99,clear sky,22.5667,59.5289,Sur Plaza Hotel
627,The Valley,AI,83.1,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
629,Boyolangu,ID,74.23,overcast clouds,-8.1181,111.8935,Yos ega cv
630,Conde,BR,82.0,overcast clouds,-7.2597,-34.9075,Pousada Beija Flor
632,Vangaindrano,MG,75.78,light rain,-23.35,47.6,Hotel Fanilo
635,Sabratah,LY,78.98,broken clouds,32.7933,12.4885,شقق مفروش شمس الاصيل
636,Alofi,NU,80.06,moderate rain,-19.0595,-169.9187,Taloa Heights
637,Antofagasta,CL,71.01,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
638,Santa Isabel Do Rio Negro,BR,83.03,overcast clouds,-0.4139,-65.0192,Hotel GSA
640,Benguela,AO,78.55,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
644,Luwuk,ID,77.04,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
646,Pandan,PH,79.02,broken clouds,14.0453,124.1694,Bonifacio Lodge
648,Macapa,BR,89.58,broken clouds,0.0389,-51.0664,Atalanta Hotel
649,Begowala,PK,70.81,clear sky,32.4376,74.2682,Masjid habib ullah
650,Sechura,PE,77.72,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
653,Lumphat,KH,78.58,clear sky,13.4878,106.9816,Lumphat Homestay​ &​lake​side
655,Proddatur,IN,85.39,scattered clouds,14.7333,78.55,Sri Swasthik Residency
662,Ugoofaaru,MV,82.15,clear sky,5.6667,73.0,Ungoofaaru Inn
665,Teahupoo,PF,76.96,overcast clouds,-17.8333,-149.2667,Vanira Lodge
666,Rancho Palos Verdes,US,74.05,mist,33.7445,-118.387,Terranea Resort
668,Vazante,BR,86.45,overcast clouds,-17.9869,-46.9078,Hotel Pousada e Restaurante
671,Loandjili,CG,80.15,broken clouds,-4.7561,11.8578,Résidence ARCHANGE
672,Farmington,US,71.2,clear sky,36.7281,-108.2187,Courtyard by Marriott Farmington
674,Port-Gentil,GA,81.93,overcast clouds,-0.7193,8.7815,Fengshui Residence
676,Mesetas,CO,81.54,broken clouds,3.3846,-74.0442,Hotel Doña Betty
678,Wajir,KE,84.38,broken clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
683,La Palma,US,80.82,haze,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
691,Sena Madureira,BR,81.27,overcast clouds,-9.0656,-68.6569,Hotel Central
697,Acari,PE,83.66,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
698,Parana,AR,79.57,few clouds,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
706,Progreso,MX,78.91,scattered clouds,21.2833,-89.6667,Playa Linda Hotel
707,Kanigoro,ID,72.37,overcast clouds,-8.13,112.219,Musafer Villa ( Villa Erlin )
710,Uddiawan,PH,73.04,clear sky,16.5589,121.1512,Le Jardin
712,Mananara,MG,77.38,clear sky,-16.1667,49.7667,Chez Roger
717,George Town,MY,84.13,few clouds,5.4112,100.3354,Cititel Penang
719,Brokopondo,SR,83.01,overcast clouds,4.75,-55.1667,Matu Island
721,Ahuimanu,US,74.79,few clouds,21.4447,-157.8378,Paradise Bay Resort
724,Oranjestad,AW,78.01,overcast clouds,12.524,-70.027,Divi Village Golf & Beach Resort
725,Bin Qirdan,TN,81.45,scattered clouds,33.1378,11.2197,Hôtel Palace
733,Nieves,PH,76.62,clear sky,15.3274,120.9485,Bill's Inn
734,Kotri,PK,86.61,clear sky,25.366,68.3122,Drivers Running Room
735,Auki,SB,77.36,overcast clouds,-8.7676,160.7034,Auki Motel
736,Isla Mujeres,MX,80.65,few clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
737,Chopinzinho,BR,72.27,clear sky,-25.8558,-52.5233,Hotel Petisqueira
740,Dunmore Town,BS,72.5,clear sky,25.5,-76.65,Coral Sands Hotel
744,Morondava,MG,82.27,clear sky,-20.2833,44.2833,La Case Bambou
746,Nanga Eboko,CM,82.24,overcast clouds,4.6833,12.3667,Motel Papi Palace
749,Nsanje,MW,76.28,broken clouds,-16.92,35.262,Nsanje Discovery Lodge
750,Rawson,AR,77.97,scattered clouds,-43.3002,-65.1023,Hosteria Sampedro
755,Meadow Lake,US,73.62,broken clouds,34.8014,-106.5436,TumbleWeed RV Park
758,Palmas,BR,87.67,few clouds,-10.2128,-48.3603,Hotel Lago da Palma
759,Rustam,PK,76.95,clear sky,27.969,68.8048,PANHWAR HOUSE
761,Chimbote,PE,76.42,overcast clouds,-9.0853,-78.5783,Hotel Briliá
762,Santa Cruz,BO,84.25,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
763,Sao Miguel Do Araguaia,BR,88.84,broken clouds,-13.275,-50.1628,Hotel Executivo Palace
766,Suba,PH,83.88,few clouds,10.8438,121.0102,Jarnchi Pension House
769,San Vicente,AR,76.55,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
773,Ichchapuram,IN,80.47,broken clouds,19.1167,84.7,Munna chowdhary
774,Manama,BH,73.18,clear sky,26.2154,50.5832,Al Safir Hotel
775,Zemio,CF,81.28,overcast clouds,5.0314,25.1361,OCHA Office
777,Saint-Joseph,RE,77.38,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
779,Weston,US,80.02,clear sky,26.1004,-80.3998,Courtyard by Marriott Fort Lauderdale Weston
780,Acajutla,SV,88.09,broken clouds,13.5928,-89.8275,Laureles
782,Puerto El Triunfo,SV,89.69,broken clouds,13.2833,-88.55,Hotel Jardin
783,Imuris,MX,83.46,overcast clouds,30.7833,-110.8667,Hotel del Toro Hereford
785,San Patricio,US,87.89,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
786,Makakilo City,US,75.52,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
788,Camana,PE,74.16,scattered clouds,-16.6228,-72.7111,Hostal Morales
791,La Libertad,EC,82.06,light rain,-2.2333,-80.9,Playa Canela Hotel Boutique
793,Bucerias,MX,78.78,clear sky,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
797,Fare,PF,81.84,overcast clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
798,Trairi,BR,82.96,overcast clouds,-3.2778,-39.2689,janelas do mar
801,Caarapo,BR,81.37,broken clouds,-22.6342,-54.8222,Hotel Pousada Quinta do Sul
802,Cururupu,BR,82.96,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
805,Sungairaya,ID,79.39,broken clouds,0.7,108.9,Rumah Kuku Moimoi Shelly
809,Atrauli,IN,76.91,clear sky,28.0333,78.2833,RSS
814,Formiga,BR,83.82,broken clouds,-20.4644,-45.4264,Victor Plaza Hotel
815,Palora,EC,75.31,light rain,-1.7,-77.9333,Rancho grande
824,Kloulklubed,PW,79.3,moderate rain,7.0419,134.2556,Storyboard Beach Resort
825,Malakal,SS,85.87,broken clouds,9.5334,31.6605,Nile Palace Hotel
828,Rafaela,AR,76.98,clear sky,-31.2503,-61.4867,Parra Hotel & Suites
833,Kwinana,AU,72.81,overcast clouds,-32.25,115.7667,Rockingham Apartments
834,Robertsport,LR,81.66,overcast clouds,6.7533,-11.3686,Kwepunha Retreat
837,Pinheiro,BR,86.72,light rain,-2.5214,-45.0825,Solares Hotel
840,Valle De Allende,MX,75.72,scattered clouds,26.9333,-105.4,Hotel Meson de San Bartolome
841,Banjar,ID,77.25,broken clouds,-8.19,114.9675,The Hamsa Resort
842,Tiarei,PF,82.42,broken clouds,-17.5333,-149.3333,Le Rocher de Tahiti
845,Mto Wa Mbu,TZ,73.29,light rain,-3.35,35.85,Fanaka Safaris Campsite & Lodges
847,Bandundu,CD,80.49,overcast clouds,-3.3167,17.3667,Coja Color
849,Tarakan,ID,80.1,scattered clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
853,Posse,BR,89.37,scattered clouds,-14.0931,-46.3694,Pousada das Palmeiras
855,Konganapuram,IN,83.89,overcast clouds,11.5833,77.9167,KSPY ILLAM
858,Comal,US,85.66,clear sky,29.8169,-98.3003,Creek Hollow Cabins & RV Park
860,Ambilobe,MG,75.52,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
862,Canchungo,GW,83.5,broken clouds,12.0672,-16.0333,Aparthotel Napalach
867,San Isidro,PE,76.5,few clouds,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
871,Pakxe,LA,82.99,broken clouds,15.1167,105.7833,Champasak Palace Hotel
872,Warangal,IN,85.82,broken clouds,18.0,79.5833,Capital O 66968 Haveli The Landmark
873,Copiapo,CL,83.23,clear sky,-27.3667,-70.3333,Antay Casino Hotel
875,Kiunga,PG,72.18,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
877,Manaus,BR,79.29,light rain,-3.1019,-60.025,Manaus Hotéis Millennium
878,Ko Samui,TH,84.06,clear sky,9.5357,99.9357,The Passage
879,Lamu,KE,80.1,scattered clouds,-2.2717,40.902,Lamu House
880,Buchanan,LR,81.95,moderate rain,5.8808,-10.0467,Kamaneahn Hotel Inc
881,Paragominas,BR,83.75,broken clouds,-2.9667,-47.4833,INOVA
882,Biltine,TD,82.27,few clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
884,Belmonte,BR,83.61,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
892,Campoverde,PE,85.69,overcast clouds,-8.4753,-74.8058,Hospedaje Coral's
894,Gizo,SB,79.66,light rain,-8.103,156.8419,Imagination Island
902,Teknaf,BD,75.7,few clouds,20.8624,92.3058,Forestry Guesthouse
906,Wanlaweyn,SO,85.1,light rain,2.6185,44.8938,GAASHAAN HOME
908,Badiraguato,MX,86.76,overcast clouds,25.3667,-107.5167,Restaurante La palma
913,Ibra,OM,79.68,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
916,Guerrero Negro,MX,72.61,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
926,Palauig,PH,81.43,clear sky,15.435,119.9045,Alperi Botique Resort
928,Cap Malheureux,MU,80.47,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
929,Aquiraz,BR,80.69,overcast clouds,-3.9014,-38.3911,Pousada Rua Camurupim
933,Rosarito,MX,75.67,overcast clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
936,Vanimo,PG,77.5,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
937,Tabou,CI,83.37,broken clouds,4.423,-7.3528,hotêl doufoulougou
948,Sumbe,AO,79.74,broken clouds,-11.2061,13.8437,Hotel Ritz Sumbe
949,Rocha,UY,70.45,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
952,Ambulu,ID,75.22,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
953,Majene,ID,77.99,broken clouds,-3.5403,118.9707,Kost Putri RABBANI
955,Juarez,MX,80.71,broken clouds,31.7333,-106.4833,Hotel Santa Fe
956,Les Cayes,HT,83.59,broken clouds,18.2,-73.75,Villa Orphee
957,Port Hedland,AU,82.45,few clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
958,Najran,SA,74.95,clear sky,17.4924,44.1277,محمد هادي ال فطيح
962,Howard Springs,AU,80.51,overcast clouds,-12.497,131.047,buffalo beach hostel
965,Pascagoula,US,75.25,clear sky,30.3658,-88.5561,Regency Inn
967,Sinnamary,GF,81.1,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
968,Nakhon Ratchasima,TH,89.06,broken clouds,15.0,102.1667,U-Sabai Park Hotel & Resort
972,Bonthe,SL,83.1,broken clouds,7.5264,-12.505,Bonthe Holiday Village
974,Meiganga,CM,79.2,scattered clouds,6.5167,14.3,DFR HOUSE
979,Badami,IN,86.38,scattered clouds,15.915,75.6768,Clarks Inn Badami
982,Rodas,CU,82.6,light rain,22.3408,-80.5572,Hostal Casa Mario
983,Gairatganj,IN,82.44,clear sky,23.4202,78.2385,new garib namz road lines
985,Moerai,PF,80.65,overcast clouds,-22.4333,-151.3333,Le Manotel
987,Bom Jesus,BR,89.96,broken clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
988,Kyaikto,MM,80.49,few clouds,17.3,97.0167,နီလာ တည်းခိုခန်း
989,Dong Hoi,VN,79.54,scattered clouds,17.4833,106.6,Nam Long Hotel
991,Katherine,AU,79.12,overcast clouds,-14.4667,132.2667,Pine Tree Motel
994,Dhidhdhoo,MV,82.22,clear sky,6.8833,73.1,Dhidhoo beach
